,0,1,2,3
1070,269575947823349761,wetlqd#7618,The SMH play I mentioned above. Had a diagonal on it. Sold calls against it for 75c to help offset costs. Been selling them to close. 2 left. So cost basis is about $2,2020-11-06T18:04:29.631000+00:00
1071,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed from 100 to 20 this week. Keeping these,2020-11-06T19:04:40.415000+00:00
1072,579205396166737921,beenpippinsincebeenpippin#4039,15k to 44k this week. Last day of the election sale @everyone,2020-11-06T21:22:14.163000+00:00
1073,380529419384651787,Acela#6410,"NFLX break of 511, closed at 512. Didn't move fast enough and too spready.",2020-11-06T17:16:56.554000+00:00
1074,269575947823349761,wetlqd#7618,The SMH play I mentioned above. Had a diagonal on it. Sold calls against it for 75c to help offset costs. Been selling them to close. 2 left. So cost basis is about $2,2020-11-06T18:04:29.631000+00:00
1075,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed from 100 to 20 this week. Keeping these,2020-11-06T19:04:40.415000+00:00
1076,269575947823349761,wetlqd#7618,Unity 🤑,2020-11-06T16:51:38.265000+00:00
1077,380529419384651787,Acela#6410,"NFLX break of 511, closed at 512. Didn't move fast enough and too spready.",2020-11-06T17:16:56.554000+00:00
1078,269575947823349761,wetlqd#7618,The SMH play I mentioned above. Had a diagonal on it. Sold calls against it for 75c to help offset costs. Been selling them to close. 2 left. So cost basis is about $2,2020-11-06T18:04:29.631000+00:00
1079,629362548919107584,ningning#8888,"This is why u stay cash and jump into plays once u see a good set up 😉 
cash is king",2020-11-06T16:37:55.042000+00:00
1080,269575947823349761,wetlqd#7618,Unity 🤑,2020-11-06T16:51:38.265000+00:00
1081,380529419384651787,Acela#6410,"NFLX break of 511, closed at 512. Didn't move fast enough and too spready.",2020-11-06T17:16:56.554000+00:00
1082,629362548919107584,ningning#8888,"This is why u stay cash and jump into plays once u see a good set up 😉 
cash is king",2020-11-06T16:37:55.042000+00:00
1083,269575947823349761,wetlqd#7618,Unity 🤑,2020-11-06T16:51:38.265000+00:00
1084,380529419384651787,Acela#6410,"NFLX break of 511, closed at 512. Didn't move fast enough and too spready.",2020-11-06T17:16:56.554000+00:00
1085,214088264150155265,CairBear#7294,Theta gang 📉,2020-11-06T16:00:21.968000+00:00
1086,629362548919107584,ningning#8888,"This is why u stay cash and jump into plays once u see a good set up 😉 
cash is king",2020-11-06T16:37:55.042000+00:00
1087,269575947823349761,wetlqd#7618,Unity 🤑,2020-11-06T16:51:38.265000+00:00
1088,214088264150155265,CairBear#7294,Theta gang 📉,2020-11-06T16:00:21.968000+00:00
1089,629362548919107584,ningning#8888,"This is why u stay cash and jump into plays once u see a good set up 😉 
cash is king",2020-11-06T16:37:55.042000+00:00
1090,269575947823349761,wetlqd#7618,Unity 🤑,2020-11-06T16:51:38.265000+00:00
1091,629362548919107584,ningning#8888,Frfr. It was a spec play in my books so I go light when it's spec plays. 😂😂😂,2020-11-06T15:56:24.532000+00:00
1092,214088264150155265,CairBear#7294,Theta gang 📉,2020-11-06T16:00:21.968000+00:00
1093,629362548919107584,ningning#8888,"This is why u stay cash and jump into plays once u see a good set up 😉 
cash is king",2020-11-06T16:37:55.042000+00:00
1094,579205396166737921,beenpippinsincebeenpippin#4039,I have but great gains <@629362548919107584> should have went bigger and retired,2020-11-06T15:55:53.879000+00:00
1095,629362548919107584,ningning#8888,Frfr. It was a spec play in my books so I go light when it's spec plays. 😂😂😂,2020-11-06T15:56:24.532000+00:00
1096,214088264150155265,CairBear#7294,Theta gang 📉,2020-11-06T16:00:21.968000+00:00
1097,629362548919107584,ningning#8888,Actually. Maybe u have 😓,2020-11-06T15:54:24.292000+00:00
1098,579205396166737921,beenpippinsincebeenpippin#4039,I have but great gains <@629362548919107584> should have went bigger and retired,2020-11-06T15:55:53.879000+00:00
1099,629362548919107584,ningning#8888,Frfr. It was a spec play in my books so I go light when it's spec plays. 😂😂😂,2020-11-06T15:56:24.532000+00:00
1100,214088264150155265,CairBear#7294,Theta gang 📉,2020-11-06T16:00:21.968000+00:00
1101,629362548919107584,ningning#8888,<@579205396166737921> bet uve never seen this b 4,2020-11-06T15:54:09.296000+00:00
1102,629362548919107584,ningning#8888,Actually. Maybe u have 😓,2020-11-06T15:54:24.292000+00:00
1103,579205396166737921,beenpippinsincebeenpippin#4039,I have but great gains <@629362548919107584> should have went bigger and retired,2020-11-06T15:55:53.879000+00:00
1104,629362548919107584,ningning#8888,Frfr. It was a spec play in my books so I go light when it's spec plays. 😂😂😂,2020-11-06T15:56:24.532000+00:00
1105,579205396166737921,beenpippinsincebeenpippin#4039,15k to 40k complete this week,2020-11-06T15:51:55.582000+00:00
1106,629362548919107584,ningning#8888,<@579205396166737921> bet uve never seen this b 4,2020-11-06T15:54:09.296000+00:00
1107,629362548919107584,ningning#8888,Actually. Maybe u have 😓,2020-11-06T15:54:24.292000+00:00
1108,579205396166737921,beenpippinsincebeenpippin#4039,I have but great gains <@629362548919107584> should have went bigger and retired,2020-11-06T15:55:53.879000+00:00
1109,629362548919107584,ningning#8888,Frfr. It was a spec play in my books so I go light when it's spec plays. 😂😂😂,2020-11-06T15:56:24.532000+00:00
1110,579205396166737921,beenpippinsincebeenpippin#4039,Same days,2020-11-06T15:49:52.409000+00:00
1111,579205396166737921,beenpippinsincebeenpippin#4039,15k to 40k complete this week,2020-11-06T15:51:55.582000+00:00
1112,629362548919107584,ningning#8888,<@579205396166737921> bet uve never seen this b 4,2020-11-06T15:54:09.296000+00:00
1113,629362548919107584,ningning#8888,Actually. Maybe u have 😓,2020-11-06T15:54:24.292000+00:00
1114,579205396166737921,beenpippinsincebeenpippin#4039,I have but great gains <@629362548919107584> should have went bigger and retired,2020-11-06T15:55:53.879000+00:00
1115,579205396166737921,beenpippinsincebeenpippin#4039,Same days,2020-11-06T15:49:52.409000+00:00
1116,579205396166737921,beenpippinsincebeenpippin#4039,15k to 40k complete this week,2020-11-06T15:51:55.582000+00:00
1117,629362548919107584,ningning#8888,<@579205396166737921> bet uve never seen this b 4,2020-11-06T15:54:09.296000+00:00
1118,629362548919107584,ningning#8888,Actually. Maybe u have 😓,2020-11-06T15:54:24.292000+00:00
1119,612337363326074936,Trademate#2515,<@406891742252498947> has reached level **8**!,2020-11-06T15:40:29.022000+00:00
1120,579205396166737921,beenpippinsincebeenpippin#4039,Same days,2020-11-06T15:49:52.409000+00:00
1121,579205396166737921,beenpippinsincebeenpippin#4039,15k to 40k complete this week,2020-11-06T15:51:55.582000+00:00
1122,629362548919107584,ningning#8888,<@579205396166737921> bet uve never seen this b 4,2020-11-06T15:54:09.296000+00:00
1123,406891742252498947,JMec#1273,Cashing!,2020-11-06T15:40:28.809000+00:00
1124,612337363326074936,Trademate#2515,<@406891742252498947> has reached level **8**!,2020-11-06T15:40:29.022000+00:00
1125,579205396166737921,beenpippinsincebeenpippin#4039,Same days,2020-11-06T15:49:52.409000+00:00
1126,579205396166737921,beenpippinsincebeenpippin#4039,15k to 40k complete this week,2020-11-06T15:51:55.582000+00:00
1127,406891742252498947,JMec#1273,Cashing!,2020-11-06T15:40:28.809000+00:00
1128,612337363326074936,Trademate#2515,<@406891742252498947> has reached level **8**!,2020-11-06T15:40:29.022000+00:00
1129,579205396166737921,beenpippinsincebeenpippin#4039,Same days,2020-11-06T15:49:52.409000+00:00
1130,629362548919107584,ningning#8888,😏😏😏. Had over 50 contracts but I've been scalping out of the position since yesterday,2020-11-06T15:24:53.554000+00:00
1131,406891742252498947,JMec#1273,Cashing!,2020-11-06T15:40:28.809000+00:00
1132,612337363326074936,Trademate#2515,<@406891742252498947> has reached level **8**!,2020-11-06T15:40:29.022000+00:00
1133,396543467897094146,SLXV#8008,"Bought the PLUG dip yesterday and then trimmed some contracts today, saving the rest for earnings report monday",2020-11-05T21:50:59.666000+00:00
1134,612337363326074936,Trademate#2515,<@396543467897094146> has reached level **8**!,2020-11-05T21:50:59.889000+00:00
1135,140154918349701121,celestialwombat#0532,Took profits on this QCOM ER banger in the morning. over 1000%,2020-11-05T22:07:35.174000+00:00
1136,408258717595729921,Sal.D#0423,AMD over 100%,2020-11-06T14:41:27.582000+00:00
1137,629362548919107584,ningning#8888,Lmfao. My Yolo paid off. Best $6 ever spent.,2020-11-05T21:39:46.594000+00:00
1138,396543467897094146,SLXV#8008,"Bought the PLUG dip yesterday and then trimmed some contracts today, saving the rest for earnings report monday",2020-11-05T21:50:59.666000+00:00
1139,612337363326074936,Trademate#2515,<@396543467897094146> has reached level **8**!,2020-11-05T21:50:59.889000+00:00
1140,140154918349701121,celestialwombat#0532,Took profits on this QCOM ER banger in the morning. over 1000%,2020-11-05T22:07:35.174000+00:00
1141,408258717595729921,Sal.D#0423,AMD over 100%,2020-11-06T14:41:27.582000+00:00
1142,629362548919107584,ningning#8888,Lmfao. My Yolo paid off. Best $6 ever spent.,2020-11-05T21:39:46.594000+00:00
1143,396543467897094146,SLXV#8008,"Bought the PLUG dip yesterday and then trimmed some contracts today, saving the rest for earnings report monday",2020-11-05T21:50:59.666000+00:00
1144,612337363326074936,Trademate#2515,<@396543467897094146> has reached level **8**!,2020-11-05T21:50:59.889000+00:00
1145,140154918349701121,celestialwombat#0532,Took profits on this QCOM ER banger in the morning. over 1000%,2020-11-05T22:07:35.174000+00:00
1146,612337363326074936,Trademate#2515,<@766345599179423744> has reached level **3**!,2020-11-05T20:55:41.164000+00:00
1147,629362548919107584,ningning#8888,Lmfao. My Yolo paid off. Best $6 ever spent.,2020-11-05T21:39:46.594000+00:00
1148,396543467897094146,SLXV#8008,"Bought the PLUG dip yesterday and then trimmed some contracts today, saving the rest for earnings report monday",2020-11-05T21:50:59.666000+00:00
1149,612337363326074936,Trademate#2515,<@396543467897094146> has reached level **8**!,2020-11-05T21:50:59.889000+00:00
1150,766345599179423744,payso#5033,Shoutout to <@!579205396166737921>,2020-11-05T20:55:40.826000+00:00
1151,612337363326074936,Trademate#2515,<@766345599179423744> has reached level **3**!,2020-11-05T20:55:41.164000+00:00
1152,629362548919107584,ningning#8888,Lmfao. My Yolo paid off. Best $6 ever spent.,2020-11-05T21:39:46.594000+00:00
1153,396543467897094146,SLXV#8008,"Bought the PLUG dip yesterday and then trimmed some contracts today, saving the rest for earnings report monday",2020-11-05T21:50:59.666000+00:00
1154,766345599179423744,payso#5033,Shoutout to <@!579205396166737921>,2020-11-05T20:55:40.826000+00:00
1155,612337363326074936,Trademate#2515,<@766345599179423744> has reached level **3**!,2020-11-05T20:55:41.164000+00:00
1156,629362548919107584,ningning#8888,Lmfao. My Yolo paid off. Best $6 ever spent.,2020-11-05T21:39:46.594000+00:00
1157,766345599179423744,payso#5033,Shoutout to <@!579205396166737921>,2020-11-05T20:55:40.826000+00:00
1158,612337363326074936,Trademate#2515,<@766345599179423744> has reached level **3**!,2020-11-05T20:55:41.164000+00:00
1159,766345599179423744,payso#5033,Shoutout to <@!579205396166737921>,2020-11-05T20:55:40.826000+00:00
1160,612337363326074936,Trademate#2515,<@766345599179423744> has reached level **3**!,2020-11-05T20:55:41.164000+00:00
1161,766345599179423744,payso#5033,Shoutout to <@!579205396166737921>,2020-11-05T20:55:40.826000+00:00
1162,107174181992398848,Razaekel#0001,Trimmed out of all positions for +32% overall,2020-11-05T20:06:33.858000+00:00
1163,579205396166737921,beenpippinsincebeenpippin#4039,Had ten. Cut 6.,2020-11-05T19:56:21.769000+00:00
1164,107174181992398848,Razaekel#0001,Trimmed out of all positions for +32% overall,2020-11-05T20:06:33.858000+00:00
1165,579205396166737921,beenpippinsincebeenpippin#4039,Still have all the calls,2020-11-05T19:51:00.731000+00:00
1166,579205396166737921,beenpippinsincebeenpippin#4039,Had ten. Cut 6.,2020-11-05T19:56:21.769000+00:00
1167,107174181992398848,Razaekel#0001,Trimmed out of all positions for +32% overall,2020-11-05T20:06:33.858000+00:00
1168,579205396166737921,beenpippinsincebeenpippin#4039,Will get back in,2020-11-05T19:50:49.938000+00:00
1169,579205396166737921,beenpippinsincebeenpippin#4039,Still have all the calls,2020-11-05T19:51:00.731000+00:00
1170,579205396166737921,beenpippinsincebeenpippin#4039,Had ten. Cut 6.,2020-11-05T19:56:21.769000+00:00
1171,107174181992398848,Razaekel#0001,Trimmed out of all positions for +32% overall,2020-11-05T20:06:33.858000+00:00
1172,579205396166737921,beenpippinsincebeenpippin#4039,Will get back in,2020-11-05T19:50:49.938000+00:00
1173,579205396166737921,beenpippinsincebeenpippin#4039,Still have all the calls,2020-11-05T19:51:00.731000+00:00
1174,579205396166737921,beenpippinsincebeenpippin#4039,Had ten. Cut 6.,2020-11-05T19:56:21.769000+00:00
1175,107174181992398848,Razaekel#0001,Trimmed out of all positions for +32% overall,2020-11-05T20:06:33.858000+00:00
1176,674648888279302204,GOOFYSPY#8332,Nio out at 130%,2020-11-05T19:23:21.966000+00:00
1177,579205396166737921,beenpippinsincebeenpippin#4039,Will get back in,2020-11-05T19:50:49.938000+00:00
1178,579205396166737921,beenpippinsincebeenpippin#4039,Still have all the calls,2020-11-05T19:51:00.731000+00:00
1179,579205396166737921,beenpippinsincebeenpippin#4039,Had ten. Cut 6.,2020-11-05T19:56:21.769000+00:00
1180,579205396166737921,beenpippinsincebeenpippin#4039,Sold the last one. Thanks <@!397826230424174602> whole squad eats,2020-11-05T18:50:56.795000+00:00
1181,674648888279302204,GOOFYSPY#8332,Nio out at 130%,2020-11-05T19:23:21.966000+00:00
1182,579205396166737921,beenpippinsincebeenpippin#4039,Will get back in,2020-11-05T19:50:49.938000+00:00
1183,579205396166737921,beenpippinsincebeenpippin#4039,Still have all the calls,2020-11-05T19:51:00.731000+00:00
1184,579205396166737921,beenpippinsincebeenpippin#4039,Sold the last one. Thanks <@!397826230424174602> whole squad eats,2020-11-05T18:50:56.795000+00:00
1185,674648888279302204,GOOFYSPY#8332,Nio out at 130%,2020-11-05T19:23:21.966000+00:00
1186,579205396166737921,beenpippinsincebeenpippin#4039,Will get back in,2020-11-05T19:50:49.938000+00:00
1187,579205396166737921,beenpippinsincebeenpippin#4039,Sold the last one. Thanks <@!397826230424174602> whole squad eats,2020-11-05T18:50:56.795000+00:00
1188,674648888279302204,GOOFYSPY#8332,Nio out at 130%,2020-11-05T19:23:21.966000+00:00
1189,579205396166737921,beenpippinsincebeenpippin#4039,Sold the last one. Thanks <@!397826230424174602> whole squad eats,2020-11-05T18:50:56.795000+00:00
1190,674648888279302204,GOOFYSPY#8332,Nio out at 130%,2020-11-05T19:23:21.966000+00:00
1191,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-05T16:06:45.419000+00:00
1192,579205396166737921,beenpippinsincebeenpippin#4039,Sold the last one. Thanks <@!397826230424174602> whole squad eats,2020-11-05T18:50:56.795000+00:00
1193,354021275229749249,bigbag6927#0588,Trimming,2020-11-05T15:50:05.921000+00:00
1194,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-05T16:06:45.419000+00:00
1195,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from trade floor,2020-11-05T15:47:37.994000+00:00
1196,354021275229749249,bigbag6927#0588,Trimming,2020-11-05T15:50:05.921000+00:00
1197,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-05T16:06:45.419000+00:00
1198,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from trade floor,2020-11-05T15:47:37.994000+00:00
1199,354021275229749249,bigbag6927#0588,Trimming,2020-11-05T15:50:05.921000+00:00
1200,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-05T16:06:45.419000+00:00
1201,676084338877792256,Trav Builds 🏗#3260,QCOM ER play,2020-11-05T15:28:04.099000+00:00
1202,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from trade floor,2020-11-05T15:47:37.994000+00:00
1203,354021275229749249,bigbag6927#0588,Trimming,2020-11-05T15:50:05.921000+00:00
1204,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-05T16:06:45.419000+00:00
1205,579205396166737921,beenpippinsincebeenpippin#4039,Trimming some,2020-11-04T20:40:11.428000+00:00
1206,506979079086538753,Rush#4743,2nd week of options lol the returns compared to stocks is kinda nutty,2020-11-05T02:24:41.032000+00:00
1207,553137075906674689,Arkius#5130,some forex for you in the middle of the night,2020-11-05T10:43:51.362000+00:00
1208,408258717595729921,Sal.D#0423,ZM from earlier in the day <@!300836254457659392>,2020-11-04T20:31:50.818000+00:00
1209,579205396166737921,beenpippinsincebeenpippin#4039,Trimming some,2020-11-04T20:40:11.428000+00:00
1210,506979079086538753,Rush#4743,2nd week of options lol the returns compared to stocks is kinda nutty,2020-11-05T02:24:41.032000+00:00
1211,579205396166737921,beenpippinsincebeenpippin#4039,Speak it into existence. Put yourself out there and believe in yourself,2020-11-04T18:13:23.340000+00:00
1212,408258717595729921,Sal.D#0423,ZM from earlier in the day <@!300836254457659392>,2020-11-04T20:31:50.818000+00:00
1213,579205396166737921,beenpippinsincebeenpippin#4039,Trimming some,2020-11-04T20:40:11.428000+00:00
1214,506979079086538753,Rush#4743,2nd week of options lol the returns compared to stocks is kinda nutty,2020-11-05T02:24:41.032000+00:00
1215,579205396166737921,beenpippinsincebeenpippin#4039,Trim city,2020-11-04T17:51:13.700000+00:00
1216,579205396166737921,beenpippinsincebeenpippin#4039,Speak it into existence. Put yourself out there and believe in yourself,2020-11-04T18:13:23.340000+00:00
1217,408258717595729921,Sal.D#0423,ZM from earlier in the day <@!300836254457659392>,2020-11-04T20:31:50.818000+00:00
1218,579205396166737921,beenpippinsincebeenpippin#4039,Trimming some,2020-11-04T20:40:11.428000+00:00
1219,579205396166737921,beenpippinsincebeenpippin#4039,Trim city,2020-11-04T17:51:13.700000+00:00
1220,579205396166737921,beenpippinsincebeenpippin#4039,Speak it into existence. Put yourself out there and believe in yourself,2020-11-04T18:13:23.340000+00:00
1221,408258717595729921,Sal.D#0423,ZM from earlier in the day <@!300836254457659392>,2020-11-04T20:31:50.818000+00:00
1222,579205396166737921,beenpippinsincebeenpippin#4039,Trimming some,2020-11-04T20:40:11.428000+00:00
1223,579205396166737921,beenpippinsincebeenpippin#4039,Trim city,2020-11-04T17:51:13.700000+00:00
1224,579205396166737921,beenpippinsincebeenpippin#4039,Speak it into existence. Put yourself out there and believe in yourself,2020-11-04T18:13:23.340000+00:00
1225,408258717595729921,Sal.D#0423,ZM from earlier in the day <@!300836254457659392>,2020-11-04T20:31:50.818000+00:00
1226,579205396166737921,beenpippinsincebeenpippin#4039,Trim city,2020-11-04T17:51:13.700000+00:00
1227,579205396166737921,beenpippinsincebeenpippin#4039,Speak it into existence. Put yourself out there and believe in yourself,2020-11-04T18:13:23.340000+00:00
1228,579205396166737921,beenpippinsincebeenpippin#4039,Trim city,2020-11-04T17:51:13.700000+00:00
1229,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang unite,2020-11-04T15:24:26.674000+00:00
1230,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang unite,2020-11-04T15:24:26.674000+00:00
1231,553137075906674689,Arkius#5130,early morning baby,2020-11-04T15:13:47.651000+00:00
1232,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang unite,2020-11-04T15:24:26.674000+00:00
1233,553137075906674689,Arkius#5130,early morning baby,2020-11-04T15:13:47.651000+00:00
1234,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang unite,2020-11-04T15:24:26.674000+00:00
1235,107174181992398848,Razaekel#0001,Finally exited for +10.5% after an average,2020-11-04T14:34:49.855000+00:00
1236,553137075906674689,Arkius#5130,early morning baby,2020-11-04T15:13:47.651000+00:00
1237,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang unite,2020-11-04T15:24:26.674000+00:00
1238,107174181992398848,Razaekel#0001,Finally exited for +10.5% after an average,2020-11-04T14:34:49.855000+00:00
1239,553137075906674689,Arkius#5130,early morning baby,2020-11-04T15:13:47.651000+00:00
1240,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed to here,2020-11-03T22:25:15.689000+00:00
1241,107174181992398848,Razaekel#0001,Finally exited for +10.5% after an average,2020-11-04T14:34:49.855000+00:00
1242,553137075906674689,Arkius#5130,early morning baby,2020-11-04T15:13:47.651000+00:00
1243,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed to here,2020-11-03T22:25:15.689000+00:00
1244,107174181992398848,Razaekel#0001,Finally exited for +10.5% after an average,2020-11-04T14:34:49.855000+00:00
1245,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed to here,2020-11-03T22:25:15.689000+00:00
1246,107174181992398848,Razaekel#0001,Finally exited for +10.5% after an average,2020-11-04T14:34:49.855000+00:00
1247,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed to here,2020-11-03T22:25:15.689000+00:00
1248,396543467897094146,SLXV#8008,"Trimmed my $17 dollar PLUG calls today, holding $20 calls for earnings report on Monday",2020-11-03T18:09:25.332000+00:00
1249,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed to here,2020-11-03T22:25:15.689000+00:00
1250,663395442645663764,stocky#9277,Quickies,2020-11-03T16:35:25.637000+00:00
1251,396543467897094146,SLXV#8008,"Trimmed my $17 dollar PLUG calls today, holding $20 calls for earnings report on Monday",2020-11-03T18:09:25.332000+00:00
1252,579205396166737921,beenpippinsincebeenpippin#4039,Keeping 1,2020-11-03T16:20:00.685000+00:00
1253,663395442645663764,stocky#9277,Quickies,2020-11-03T16:35:25.637000+00:00
1254,396543467897094146,SLXV#8008,"Trimmed my $17 dollar PLUG calls today, holding $20 calls for earnings report on Monday",2020-11-03T18:09:25.332000+00:00
1255,579205396166737921,beenpippinsincebeenpippin#4039,Keeping 1,2020-11-03T16:20:00.685000+00:00
1256,663395442645663764,stocky#9277,Quickies,2020-11-03T16:35:25.637000+00:00
1257,396543467897094146,SLXV#8008,"Trimmed my $17 dollar PLUG calls today, holding $20 calls for earnings report on Monday",2020-11-03T18:09:25.332000+00:00
1258,579205396166737921,beenpippinsincebeenpippin#4039,Keeping 1,2020-11-03T16:20:00.685000+00:00
1259,663395442645663764,stocky#9277,Quickies,2020-11-03T16:35:25.637000+00:00
1260,396543467897094146,SLXV#8008,"Trimmed my $17 dollar PLUG calls today, holding $20 calls for earnings report on Monday",2020-11-03T18:09:25.332000+00:00
1261,518462986352853013,manu#6044,Just scalpin away,2020-11-02T21:39:54.246000+00:00
1262,579205396166737921,beenpippinsincebeenpippin#4039,Keeping 1,2020-11-03T16:20:00.685000+00:00
1263,663395442645663764,stocky#9277,Quickies,2020-11-03T16:35:25.637000+00:00
1264,518462986352853013,manu#6044,Just scalpin away,2020-11-02T21:39:54.246000+00:00
1265,579205396166737921,beenpippinsincebeenpippin#4039,Keeping 1,2020-11-03T16:20:00.685000+00:00
1266,518462986352853013,manu#6044,Just scalpin away,2020-11-02T21:39:54.246000+00:00
1267,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-02T18:24:40.706000+00:00
1268,518462986352853013,manu#6044,Just scalpin away,2020-11-02T21:39:54.246000+00:00
1269,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-02T18:24:40.706000+00:00
1270,518462986352853013,manu#6044,Just scalpin away,2020-11-02T21:39:54.246000+00:00
1271,488359813160501251,Merente#5844,<@579205396166737921>  <:trademate:743631072205733938>,2020-11-02T17:18:39.148000+00:00
1272,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-02T18:24:40.706000+00:00
1273,488359813160501251,Merente#5844,<@579205396166737921>  <:trademate:743631072205733938>,2020-11-02T17:18:39.148000+00:00
1274,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-02T18:24:40.706000+00:00
1275,488359813160501251,Merente#5844,<@579205396166737921>  <:trademate:743631072205733938>,2020-11-02T17:18:39.148000+00:00
1276,579205396166737921,beenpippinsincebeenpippin#4039,Trim gang,2020-11-02T18:24:40.706000+00:00
1277,579205396166737921,beenpippinsincebeenpippin#4039,Baby scalps. Just waiting around,2020-11-02T15:25:04.479000+00:00
1278,488359813160501251,Merente#5844,<@579205396166737921>  <:trademate:743631072205733938>,2020-11-02T17:18:39.148000+00:00
1279,579205396166737921,beenpippinsincebeenpippin#4039,Just join premium <@540363810813247521>,2020-10-30T23:36:05.037000+00:00
1280,579205396166737921,beenpippinsincebeenpippin#4039,Baby scalps. Just waiting around,2020-11-02T15:25:04.479000+00:00
1281,488359813160501251,Merente#5844,<@579205396166737921>  <:trademate:743631072205733938>,2020-11-02T17:18:39.148000+00:00
1282,540363810813247521,OG ACE#0536,"> 10k to 20k again.  Start over Monday with 10 again
<@579205396166737921> 
Can I give you my login for a week to trade lol WOW Gains",2020-10-30T23:13:09.746000+00:00
1283,579205396166737921,beenpippinsincebeenpippin#4039,Just join premium <@540363810813247521>,2020-10-30T23:36:05.037000+00:00
1284,579205396166737921,beenpippinsincebeenpippin#4039,Baby scalps. Just waiting around,2020-11-02T15:25:04.479000+00:00
1285,579205396166737921,beenpippinsincebeenpippin#4039,10k to 20k again.  Start over Monday with 10 again,2020-10-30T19:17:29.291000+00:00
1286,540363810813247521,OG ACE#0536,"> 10k to 20k again.  Start over Monday with 10 again
<@579205396166737921> 
Can I give you my login for a week to trade lol WOW Gains",2020-10-30T23:13:09.746000+00:00
1287,579205396166737921,beenpippinsincebeenpippin#4039,Just join premium <@540363810813247521>,2020-10-30T23:36:05.037000+00:00
1288,579205396166737921,beenpippinsincebeenpippin#4039,Baby scalps. Just waiting around,2020-11-02T15:25:04.479000+00:00
1289,553137075906674689,Arkius#5130,yessir another one. I do it for trademate ig 🤑🤑,2020-10-30T18:39:00.436000+00:00
1290,579205396166737921,beenpippinsincebeenpippin#4039,10k to 20k again.  Start over Monday with 10 again,2020-10-30T19:17:29.291000+00:00
1291,540363810813247521,OG ACE#0536,"> 10k to 20k again.  Start over Monday with 10 again
<@579205396166737921> 
Can I give you my login for a week to trade lol WOW Gains",2020-10-30T23:13:09.746000+00:00
1292,579205396166737921,beenpippinsincebeenpippin#4039,Just join premium <@540363810813247521>,2020-10-30T23:36:05.037000+00:00
1293,579205396166737921,beenpippinsincebeenpippin#4039,Baby scalps. Just waiting around,2020-11-02T15:25:04.479000+00:00
1294,553137075906674689,Arkius#5130,yessir another one. I do it for trademate ig 🤑🤑,2020-10-30T18:39:00.436000+00:00
1295,579205396166737921,beenpippinsincebeenpippin#4039,10k to 20k again.  Start over Monday with 10 again,2020-10-30T19:17:29.291000+00:00
1296,540363810813247521,OG ACE#0536,"> 10k to 20k again.  Start over Monday with 10 again
<@579205396166737921> 
Can I give you my login for a week to trade lol WOW Gains",2020-10-30T23:13:09.746000+00:00
1297,579205396166737921,beenpippinsincebeenpippin#4039,Just join premium <@540363810813247521>,2020-10-30T23:36:05.037000+00:00
1298,553137075906674689,Arkius#5130,I was tryna hold longer I swear 😂😭,2020-10-30T17:15:00.892000+00:00
1299,553137075906674689,Arkius#5130,yessir another one. I do it for trademate ig 🤑🤑,2020-10-30T18:39:00.436000+00:00
1300,579205396166737921,beenpippinsincebeenpippin#4039,10k to 20k again.  Start over Monday with 10 again,2020-10-30T19:17:29.291000+00:00
1301,540363810813247521,OG ACE#0536,"> 10k to 20k again.  Start over Monday with 10 again
<@579205396166737921> 
Can I give you my login for a week to trade lol WOW Gains",2020-10-30T23:13:09.746000+00:00
1302,553137075906674689,Arkius#5130,I was tryna hold longer I swear 😂😭,2020-10-30T17:15:00.892000+00:00
1303,553137075906674689,Arkius#5130,yessir another one. I do it for trademate ig 🤑🤑,2020-10-30T18:39:00.436000+00:00
1304,579205396166737921,beenpippinsincebeenpippin#4039,10k to 20k again.  Start over Monday with 10 again,2020-10-30T19:17:29.291000+00:00
1305,553137075906674689,Arkius#5130,I was tryna hold longer I swear 😂😭,2020-10-30T17:15:00.892000+00:00
