,0,1,2,3
8668,227820586422894592,Tswift#0543,he wasnt lying when he said he was gonna take the day off from golfing to get the boys paid 🙏 💯,2020-05-29T21:50:20.318000+00:00
8669,674648888279302204,GOOFYSPY#8332,Didn’t cash out on MELI but could have made money,2020-05-29T20:12:16.555000+00:00
8670,658497857610973206,Mr.Bal#0801,<@579205396166737921>  Thank you so much sir for last hour signals. Learning to scalp too. 🙏🏻🙏🏻,2020-05-29T21:43:53.384000+00:00
8671,227820586422894592,Tswift#0543,he wasnt lying when he said he was gonna take the day off from golfing to get the boys paid 🙏 💯,2020-05-29T21:50:20.318000+00:00
8672,579205396166737921,beenpippinsincebeenpippin#4039,Was too fast to screenshot. Had 250. Kept 11 just for fun. Can’t lose,2020-05-29T19:54:13.334000+00:00
8673,674648888279302204,GOOFYSPY#8332,Didn’t cash out on MELI but could have made money,2020-05-29T20:12:16.555000+00:00
8674,658497857610973206,Mr.Bal#0801,<@579205396166737921>  Thank you so much sir for last hour signals. Learning to scalp too. 🙏🏻🙏🏻,2020-05-29T21:43:53.384000+00:00
8675,227820586422894592,Tswift#0543,he wasnt lying when he said he was gonna take the day off from golfing to get the boys paid 🙏 💯,2020-05-29T21:50:20.318000+00:00
8676,408072494356889612,Miura27#9419,BABA scalps on the pump,2020-05-29T19:25:43.312000+00:00
8677,579205396166737921,beenpippinsincebeenpippin#4039,Was too fast to screenshot. Had 250. Kept 11 just for fun. Can’t lose,2020-05-29T19:54:13.334000+00:00
8678,674648888279302204,GOOFYSPY#8332,Didn’t cash out on MELI but could have made money,2020-05-29T20:12:16.555000+00:00
8679,658497857610973206,Mr.Bal#0801,<@579205396166737921>  Thank you so much sir for last hour signals. Learning to scalp too. 🙏🏻🙏🏻,2020-05-29T21:43:53.384000+00:00
8680,305636515688480769,Chandi#5215,Been loosing money to SPY but today got in and out twice playing Been’s 312 calls,2020-05-29T19:05:56.211000+00:00
8681,408072494356889612,Miura27#9419,BABA scalps on the pump,2020-05-29T19:25:43.312000+00:00
8682,579205396166737921,beenpippinsincebeenpippin#4039,Was too fast to screenshot. Had 250. Kept 11 just for fun. Can’t lose,2020-05-29T19:54:13.334000+00:00
8683,674648888279302204,GOOFYSPY#8332,Didn’t cash out on MELI but could have made money,2020-05-29T20:12:16.555000+00:00
8684,488359813160501251,Merente#5844,Dear Trade Journal....it was a good day.  3/3 on same day scalps.,2020-05-29T18:27:14.586000+00:00
8685,305636515688480769,Chandi#5215,Been loosing money to SPY but today got in and out twice playing Been’s 312 calls,2020-05-29T19:05:56.211000+00:00
8686,408072494356889612,Miura27#9419,BABA scalps on the pump,2020-05-29T19:25:43.312000+00:00
8687,579205396166737921,beenpippinsincebeenpippin#4039,Was too fast to screenshot. Had 250. Kept 11 just for fun. Can’t lose,2020-05-29T19:54:13.334000+00:00
8688,674648888279302204,GOOFYSPY#8332,Didn’t cash out on MELI but could have made money,2020-05-29T20:12:16.555000+00:00
8689,269213703256276992,BobsBanana#0656,Yessir,2020-05-29T18:20:22.930000+00:00
8690,488359813160501251,Merente#5844,Dear Trade Journal....it was a good day.  3/3 on same day scalps.,2020-05-29T18:27:14.586000+00:00
8691,305636515688480769,Chandi#5215,Been loosing money to SPY but today got in and out twice playing Been’s 312 calls,2020-05-29T19:05:56.211000+00:00
8692,408072494356889612,Miura27#9419,BABA scalps on the pump,2020-05-29T19:25:43.312000+00:00
8693,579205396166737921,beenpippinsincebeenpippin#4039,Was too fast to screenshot. Had 250. Kept 11 just for fun. Can’t lose,2020-05-29T19:54:13.334000+00:00
8694,269213703256276992,BobsBanana#0656,Yessir,2020-05-29T18:20:22.930000+00:00
8695,488359813160501251,Merente#5844,Dear Trade Journal....it was a good day.  3/3 on same day scalps.,2020-05-29T18:27:14.586000+00:00
8696,305636515688480769,Chandi#5215,Been loosing money to SPY but today got in and out twice playing Been’s 312 calls,2020-05-29T19:05:56.211000+00:00
8697,408072494356889612,Miura27#9419,BABA scalps on the pump,2020-05-29T19:25:43.312000+00:00
8698,579205396166737921,beenpippinsincebeenpippin#4039,Kept 1,2020-05-29T17:20:32.565000+00:00
8699,269213703256276992,BobsBanana#0656,Yessir,2020-05-29T18:20:22.930000+00:00
8700,488359813160501251,Merente#5844,Dear Trade Journal....it was a good day.  3/3 on same day scalps.,2020-05-29T18:27:14.586000+00:00
8701,305636515688480769,Chandi#5215,Been loosing money to SPY but today got in and out twice playing Been’s 312 calls,2020-05-29T19:05:56.211000+00:00
8702,579205396166737921,beenpippinsincebeenpippin#4039,Kept 1,2020-05-29T17:20:32.565000+00:00
8703,269213703256276992,BobsBanana#0656,Yessir,2020-05-29T18:20:22.930000+00:00
8704,488359813160501251,Merente#5844,Dear Trade Journal....it was a good day.  3/3 on same day scalps.,2020-05-29T18:27:14.586000+00:00
8705,455918805772926996,Silverbullet#1467,TSLA put after the call,2020-05-29T17:04:10.031000+00:00
8706,579205396166737921,beenpippinsincebeenpippin#4039,Kept 1,2020-05-29T17:20:32.565000+00:00
8707,269213703256276992,BobsBanana#0656,Yessir,2020-05-29T18:20:22.930000+00:00
8708,455918805772926996,Silverbullet#1467,Gotta take Beens TSLA signals,2020-05-29T16:38:09.382000+00:00
8709,455918805772926996,Silverbullet#1467,TSLA put after the call,2020-05-29T17:04:10.031000+00:00
8710,579205396166737921,beenpippinsincebeenpippin#4039,Kept 1,2020-05-29T17:20:32.565000+00:00
8711,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from the signal,2020-05-29T16:26:55.879000+00:00
8712,455918805772926996,Silverbullet#1467,Gotta take Beens TSLA signals,2020-05-29T16:38:09.382000+00:00
8713,455918805772926996,Silverbullet#1467,TSLA put after the call,2020-05-29T17:04:10.031000+00:00
8714,579205396166737921,beenpippinsincebeenpippin#4039,Kept 1,2020-05-29T17:20:32.565000+00:00
8715,579205396166737921,beenpippinsincebeenpippin#4039,Sold a couple more,2020-05-29T15:50:15.129000+00:00
8716,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from the signal,2020-05-29T16:26:55.879000+00:00
8717,455918805772926996,Silverbullet#1467,Gotta take Beens TSLA signals,2020-05-29T16:38:09.382000+00:00
8718,455918805772926996,Silverbullet#1467,TSLA put after the call,2020-05-29T17:04:10.031000+00:00
8719,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T15:39:26.825000+00:00
8720,579205396166737921,beenpippinsincebeenpippin#4039,Sold a couple more,2020-05-29T15:50:15.129000+00:00
8721,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from the signal,2020-05-29T16:26:55.879000+00:00
8722,455918805772926996,Silverbullet#1467,Gotta take Beens TSLA signals,2020-05-29T16:38:09.382000+00:00
8723,455918805772926996,Silverbullet#1467,TSLA put after the call,2020-05-29T17:04:10.031000+00:00
8724,579205396166737921,beenpippinsincebeenpippin#4039,Sold the rest,2020-05-29T14:08:53.722000+00:00
8725,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T15:39:26.825000+00:00
8726,579205396166737921,beenpippinsincebeenpippin#4039,Sold a couple more,2020-05-29T15:50:15.129000+00:00
8727,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from the signal,2020-05-29T16:26:55.879000+00:00
8728,455918805772926996,Silverbullet#1467,Gotta take Beens TSLA signals,2020-05-29T16:38:09.382000+00:00
8729,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T13:59:51.418000+00:00
8730,579205396166737921,beenpippinsincebeenpippin#4039,Sold the rest,2020-05-29T14:08:53.722000+00:00
8731,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T15:39:26.825000+00:00
8732,579205396166737921,beenpippinsincebeenpippin#4039,Sold a couple more,2020-05-29T15:50:15.129000+00:00
8733,579205396166737921,beenpippinsincebeenpippin#4039,Quick money from the signal,2020-05-29T16:26:55.879000+00:00
8734,579205396166737921,beenpippinsincebeenpippin#4039,Cut half of these,2020-05-29T13:49:56.351000+00:00
8735,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T13:59:51.418000+00:00
8736,579205396166737921,beenpippinsincebeenpippin#4039,Sold the rest,2020-05-29T14:08:53.722000+00:00
8737,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T15:39:26.825000+00:00
8738,579205396166737921,beenpippinsincebeenpippin#4039,Sold a couple more,2020-05-29T15:50:15.129000+00:00
8739,579205396166737921,beenpippinsincebeenpippin#4039,Trim city just started. Went from 10 to 5,2020-05-29T13:42:19.664000+00:00
8740,579205396166737921,beenpippinsincebeenpippin#4039,Cut half of these,2020-05-29T13:49:56.351000+00:00
8741,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T13:59:51.418000+00:00
8742,579205396166737921,beenpippinsincebeenpippin#4039,Sold the rest,2020-05-29T14:08:53.722000+00:00
8743,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T15:39:26.825000+00:00
8744,323556349424304130,kane567#5019,Winning. Lol,2020-05-29T01:58:20.640000+00:00
8745,579205396166737921,beenpippinsincebeenpippin#4039,Trim city just started. Went from 10 to 5,2020-05-29T13:42:19.664000+00:00
8746,579205396166737921,beenpippinsincebeenpippin#4039,Cut half of these,2020-05-29T13:49:56.351000+00:00
8747,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T13:59:51.418000+00:00
8748,579205396166737921,beenpippinsincebeenpippin#4039,Sold the rest,2020-05-29T14:08:53.722000+00:00
8749,305636515688480769,Chandi#5215,"Tried my first quick scalp today. 
saw trump was upset with twitter. Got out around 63%",2020-05-29T01:53:14.380000+00:00
8750,323556349424304130,kane567#5019,Winning. Lol,2020-05-29T01:58:20.640000+00:00
8751,579205396166737921,beenpippinsincebeenpippin#4039,Trim city just started. Went from 10 to 5,2020-05-29T13:42:19.664000+00:00
8752,579205396166737921,beenpippinsincebeenpippin#4039,Cut half of these,2020-05-29T13:49:56.351000+00:00
8753,579205396166737921,beenpippinsincebeenpippin#4039,Sold half,2020-05-29T13:59:51.418000+00:00
8754,305636515688480769,Chandi#5215,"Tried my first quick scalp today. 
saw trump was upset with twitter. Got out around 63%",2020-05-29T01:53:14.380000+00:00
8755,323556349424304130,kane567#5019,Winning. Lol,2020-05-29T01:58:20.640000+00:00
8756,579205396166737921,beenpippinsincebeenpippin#4039,Trim city just started. Went from 10 to 5,2020-05-29T13:42:19.664000+00:00
8757,579205396166737921,beenpippinsincebeenpippin#4039,Cut half of these,2020-05-29T13:49:56.351000+00:00
8758,589477498807648276,chino#0487,What’s some stocks I should buy now,2020-05-28T21:31:42.394000+00:00
8759,305636515688480769,Chandi#5215,"Tried my first quick scalp today. 
saw trump was upset with twitter. Got out around 63%",2020-05-29T01:53:14.380000+00:00
8760,323556349424304130,kane567#5019,Winning. Lol,2020-05-29T01:58:20.640000+00:00
8761,579205396166737921,beenpippinsincebeenpippin#4039,Trim city just started. Went from 10 to 5,2020-05-29T13:42:19.664000+00:00
8762,421860886051946497,THE BULL#8051,JHAHAHHAHAHHAHAHAHHA <@227820586422894592>  dont playyy hahahha,2020-05-28T20:45:42.541000+00:00
8763,589477498807648276,chino#0487,What’s some stocks I should buy now,2020-05-28T21:31:42.394000+00:00
8764,305636515688480769,Chandi#5215,"Tried my first quick scalp today. 
saw trump was upset with twitter. Got out around 63%",2020-05-29T01:53:14.380000+00:00
8765,323556349424304130,kane567#5019,Winning. Lol,2020-05-29T01:58:20.640000+00:00
8766,227820586422894592,Tswift#0543,10-min cough attack after 1 toke,2020-05-28T20:42:42.299000+00:00
8767,421860886051946497,THE BULL#8051,JHAHAHHAHAHHAHAHAHHA <@227820586422894592>  dont playyy hahahha,2020-05-28T20:45:42.541000+00:00
8768,589477498807648276,chino#0487,What’s some stocks I should buy now,2020-05-28T21:31:42.394000+00:00
8769,305636515688480769,Chandi#5215,"Tried my first quick scalp today. 
saw trump was upset with twitter. Got out around 63%",2020-05-29T01:53:14.380000+00:00
8770,227820586422894592,Tswift#0543,"nothing wrong with getting held down by your dad. also, take your brittle lungs on over to <#646142250027450408> lozer 😏",2020-05-28T20:42:31.335000+00:00
8771,227820586422894592,Tswift#0543,10-min cough attack after 1 toke,2020-05-28T20:42:42.299000+00:00
8772,421860886051946497,THE BULL#8051,JHAHAHHAHAHHAHAHAHHA <@227820586422894592>  dont playyy hahahha,2020-05-28T20:45:42.541000+00:00
8773,589477498807648276,chino#0487,What’s some stocks I should buy now,2020-05-28T21:31:42.394000+00:00
8774,421860886051946497,THE BULL#8051,Disnt read that,2020-05-28T20:37:03.219000+00:00
8775,227820586422894592,Tswift#0543,"nothing wrong with getting held down by your dad. also, take your brittle lungs on over to <#646142250027450408> lozer 😏",2020-05-28T20:42:31.335000+00:00
8776,227820586422894592,Tswift#0543,10-min cough attack after 1 toke,2020-05-28T20:42:42.299000+00:00
8777,421860886051946497,THE BULL#8051,JHAHAHHAHAHHAHAHAHHA <@227820586422894592>  dont playyy hahahha,2020-05-28T20:45:42.541000+00:00
8778,589477498807648276,chino#0487,What’s some stocks I should buy now,2020-05-28T21:31:42.394000+00:00
8779,421860886051946497,THE BULL#8051,Ohh in and out the door,2020-05-28T20:36:50.721000+00:00
8780,421860886051946497,THE BULL#8051,Disnt read that,2020-05-28T20:37:03.219000+00:00
8781,227820586422894592,Tswift#0543,"nothing wrong with getting held down by your dad. also, take your brittle lungs on over to <#646142250027450408> lozer 😏",2020-05-28T20:42:31.335000+00:00
8782,227820586422894592,Tswift#0543,10-min cough attack after 1 toke,2020-05-28T20:42:42.299000+00:00
8783,421860886051946497,THE BULL#8051,JHAHAHHAHAHHAHAHAHHA <@227820586422894592>  dont playyy hahahha,2020-05-28T20:45:42.541000+00:00
8784,421860886051946497,THE BULL#8051,Why like your dad because he comes fast?? <@227820586422894592>,2020-05-28T20:36:36.218000+00:00
8785,421860886051946497,THE BULL#8051,Ohh in and out the door,2020-05-28T20:36:50.721000+00:00
8786,421860886051946497,THE BULL#8051,Disnt read that,2020-05-28T20:37:03.219000+00:00
8787,227820586422894592,Tswift#0543,"nothing wrong with getting held down by your dad. also, take your brittle lungs on over to <#646142250027450408> lozer 😏",2020-05-28T20:42:31.335000+00:00
8788,227820586422894592,Tswift#0543,10-min cough attack after 1 toke,2020-05-28T20:42:42.299000+00:00
8789,227820586422894592,Tswift#0543,quick n ez 220 bucks on the day. BAC/LUV scalps: in and out the door in less than 10mins.. just like my dad,2020-05-28T20:26:30.059000+00:00
8790,421860886051946497,THE BULL#8051,Why like your dad because he comes fast?? <@227820586422894592>,2020-05-28T20:36:36.218000+00:00
8791,421860886051946497,THE BULL#8051,Ohh in and out the door,2020-05-28T20:36:50.721000+00:00
8792,421860886051946497,THE BULL#8051,Disnt read that,2020-05-28T20:37:03.219000+00:00
8793,227820586422894592,Tswift#0543,"nothing wrong with getting held down by your dad. also, take your brittle lungs on over to <#646142250027450408> lozer 😏",2020-05-28T20:42:31.335000+00:00
8794,421860886051946497,THE BULL#8051,Niiiiiceeee,2020-05-28T20:18:51.480000+00:00
8795,227820586422894592,Tswift#0543,quick n ez 220 bucks on the day. BAC/LUV scalps: in and out the door in less than 10mins.. just like my dad,2020-05-28T20:26:30.059000+00:00
8796,421860886051946497,THE BULL#8051,Why like your dad because he comes fast?? <@227820586422894592>,2020-05-28T20:36:36.218000+00:00
8797,421860886051946497,THE BULL#8051,Ohh in and out the door,2020-05-28T20:36:50.721000+00:00
8798,421860886051946497,THE BULL#8051,Disnt read that,2020-05-28T20:37:03.219000+00:00
8799,421860886051946497,THE BULL#8051,Niiiiiceeee,2020-05-28T20:18:51.480000+00:00
8800,227820586422894592,Tswift#0543,quick n ez 220 bucks on the day. BAC/LUV scalps: in and out the door in less than 10mins.. just like my dad,2020-05-28T20:26:30.059000+00:00
8801,421860886051946497,THE BULL#8051,Why like your dad because he comes fast?? <@227820586422894592>,2020-05-28T20:36:36.218000+00:00
8802,421860886051946497,THE BULL#8051,Ohh in and out the door,2020-05-28T20:36:50.721000+00:00
8803,705202272354697277,tgut#1145,Thx <@!579205396166737921>,2020-05-28T19:53:15.902000+00:00
8804,421860886051946497,THE BULL#8051,Niiiiiceeee,2020-05-28T20:18:51.480000+00:00
8805,227820586422894592,Tswift#0543,quick n ez 220 bucks on the day. BAC/LUV scalps: in and out the door in less than 10mins.. just like my dad,2020-05-28T20:26:30.059000+00:00
8806,421860886051946497,THE BULL#8051,Why like your dad because he comes fast?? <@227820586422894592>,2020-05-28T20:36:36.218000+00:00
8807,227820586422894592,Tswift#0543,Let’s goooo,2020-05-28T19:52:52.061000+00:00
8808,705202272354697277,tgut#1145,Thx <@!579205396166737921>,2020-05-28T19:53:15.902000+00:00
8809,421860886051946497,THE BULL#8051,Niiiiiceeee,2020-05-28T20:18:51.480000+00:00
8810,227820586422894592,Tswift#0543,quick n ez 220 bucks on the day. BAC/LUV scalps: in and out the door in less than 10mins.. just like my dad,2020-05-28T20:26:30.059000+00:00
8811,227820586422894592,Tswift#0543,Let’s goooo,2020-05-28T19:52:52.061000+00:00
8812,705202272354697277,tgut#1145,Thx <@!579205396166737921>,2020-05-28T19:53:15.902000+00:00
8813,421860886051946497,THE BULL#8051,Niiiiiceeee,2020-05-28T20:18:51.480000+00:00
8814,421860886051946497,THE BULL#8051,Mrna puts!,2020-05-28T19:15:16.161000+00:00
8815,227820586422894592,Tswift#0543,Let’s goooo,2020-05-28T19:52:52.061000+00:00
8816,705202272354697277,tgut#1145,Thx <@!579205396166737921>,2020-05-28T19:53:15.902000+00:00
8817,421860886051946497,THE BULL#8051,Mrna puts!,2020-05-28T19:15:16.161000+00:00
8818,227820586422894592,Tswift#0543,Let’s goooo,2020-05-28T19:52:52.061000+00:00
8819,705202272354697277,tgut#1145,Thx <@!579205396166737921>,2020-05-28T19:53:15.902000+00:00
8820,475450165096873987,RoyalFreshness#1809,Austin’s day trade signal,2020-05-28T16:50:52.404000+00:00
8821,421860886051946497,THE BULL#8051,Mrna puts!,2020-05-28T19:15:16.161000+00:00
8822,227820586422894592,Tswift#0543,Let’s goooo,2020-05-28T19:52:52.061000+00:00
8823,674366860229214249,nanners#7239,"Still playing the HD channel. Trimmed two, letting these run.",2020-05-28T15:45:52.621000+00:00
8824,475450165096873987,RoyalFreshness#1809,Austin’s day trade signal,2020-05-28T16:50:52.404000+00:00
8825,421860886051946497,THE BULL#8051,Mrna puts!,2020-05-28T19:15:16.161000+00:00
8826,455918805772926996,Silverbullet#1467,Closed out at open since I’m at work,2020-05-28T15:22:42.874000+00:00
8827,674366860229214249,nanners#7239,"Still playing the HD channel. Trimmed two, letting these run.",2020-05-28T15:45:52.621000+00:00
8828,475450165096873987,RoyalFreshness#1809,Austin’s day trade signal,2020-05-28T16:50:52.404000+00:00
8829,421860886051946497,THE BULL#8051,Mrna puts!,2020-05-28T19:15:16.161000+00:00
8830,455918805772926996,Silverbullet#1467,Closed out at open since I’m at work,2020-05-28T15:22:42.874000+00:00
8831,674366860229214249,nanners#7239,"Still playing the HD channel. Trimmed two, letting these run.",2020-05-28T15:45:52.621000+00:00
8832,475450165096873987,RoyalFreshness#1809,Austin’s day trade signal,2020-05-28T16:50:52.404000+00:00
8833,674648888279302204,GOOFYSPY#8332,Quick tsla trade out at 24%,2020-05-28T14:48:07.960000+00:00
8834,455918805772926996,Silverbullet#1467,Closed out at open since I’m at work,2020-05-28T15:22:42.874000+00:00
8835,674366860229214249,nanners#7239,"Still playing the HD channel. Trimmed two, letting these run.",2020-05-28T15:45:52.621000+00:00
8836,475450165096873987,RoyalFreshness#1809,Austin’s day trade signal,2020-05-28T16:50:52.404000+00:00
8837,674648888279302204,GOOFYSPY#8332,Quick tsla trade out at 24%,2020-05-28T14:48:07.960000+00:00
8838,455918805772926996,Silverbullet#1467,Closed out at open since I’m at work,2020-05-28T15:22:42.874000+00:00
8839,674366860229214249,nanners#7239,"Still playing the HD channel. Trimmed two, letting these run.",2020-05-28T15:45:52.621000+00:00
8840,674366860229214249,nanners#7239,"Cut one, letting this one run.",2020-05-28T14:12:01.944000+00:00
8841,674648888279302204,GOOFYSPY#8332,Quick tsla trade out at 24%,2020-05-28T14:48:07.960000+00:00
8842,455918805772926996,Silverbullet#1467,Closed out at open since I’m at work,2020-05-28T15:22:42.874000+00:00
8843,579205396166737921,beenpippinsincebeenpippin#4039,Let the last one go finally,2020-05-28T13:37:38.248000+00:00
8844,674366860229214249,nanners#7239,"Cut one, letting this one run.",2020-05-28T14:12:01.944000+00:00
8845,674648888279302204,GOOFYSPY#8332,Quick tsla trade out at 24%,2020-05-28T14:48:07.960000+00:00
8846,579205396166737921,beenpippinsincebeenpippin#4039,Might buy these again tomorrow,2020-05-28T13:36:07.201000+00:00
8847,579205396166737921,beenpippinsincebeenpippin#4039,Let the last one go finally,2020-05-28T13:37:38.248000+00:00
8848,674366860229214249,nanners#7239,"Cut one, letting this one run.",2020-05-28T14:12:01.944000+00:00
8849,674648888279302204,GOOFYSPY#8332,Quick tsla trade out at 24%,2020-05-28T14:48:07.960000+00:00
8850,674648888279302204,GOOFYSPY#8332,Retard contracts haha,2020-05-27T20:35:13.474000+00:00
8851,233095871628050433,jibroni#0841,Needed a day like today!,2020-05-27T23:22:23.240000+00:00
8852,513854555239350274,💰Money Talks 💰#9073,Overnight scalp,2020-05-28T13:34:31.473000+00:00
8853,579205396166737921,beenpippinsincebeenpippin#4039,Might buy these again tomorrow,2020-05-28T13:36:07.201000+00:00
8854,674648888279302204,GOOFYSPY#8332,SPY ITM CALLS cashed out at 23%,2020-05-27T20:16:31.160000+00:00
8855,674648888279302204,GOOFYSPY#8332,Retard contracts haha,2020-05-27T20:35:13.474000+00:00
8856,233095871628050433,jibroni#0841,Needed a day like today!,2020-05-27T23:22:23.240000+00:00
8857,513854555239350274,💰Money Talks 💰#9073,Overnight scalp,2020-05-28T13:34:31.473000+00:00
8858,671137025327366214,s.n#9270,Small needed to get confidence back,2020-05-27T20:15:50.793000+00:00
8859,674648888279302204,GOOFYSPY#8332,SPY ITM CALLS cashed out at 23%,2020-05-27T20:16:31.160000+00:00
8860,674648888279302204,GOOFYSPY#8332,Retard contracts haha,2020-05-27T20:35:13.474000+00:00
8861,233095871628050433,jibroni#0841,Needed a day like today!,2020-05-27T23:22:23.240000+00:00
8862,397826230424174602,Ant#3194,Too many trades closed/made today so I’ll just post P&L,2020-05-27T20:10:39.824000+00:00
8863,671137025327366214,s.n#9270,Small needed to get confidence back,2020-05-27T20:15:50.793000+00:00
8864,674648888279302204,GOOFYSPY#8332,SPY ITM CALLS cashed out at 23%,2020-05-27T20:16:31.160000+00:00
8865,674648888279302204,GOOFYSPY#8332,Retard contracts haha,2020-05-27T20:35:13.474000+00:00
8866,587053075689111552,DYLS 🆆🅾🆁🆃🅷#8618,Finished the day up 18% on my BA call! Thanks for the awesome signal <@464449226521313292> !!! You're a legend mate!,2020-05-27T20:10:23.588000+00:00
8867,397826230424174602,Ant#3194,Too many trades closed/made today so I’ll just post P&L,2020-05-27T20:10:39.824000+00:00
8868,671137025327366214,s.n#9270,Small needed to get confidence back,2020-05-27T20:15:50.793000+00:00
8869,674648888279302204,GOOFYSPY#8332,SPY ITM CALLS cashed out at 23%,2020-05-27T20:16:31.160000+00:00
8870,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed half to get to here,2020-05-27T19:58:44.036000+00:00
8871,587053075689111552,DYLS 🆆🅾🆁🆃🅷#8618,Finished the day up 18% on my BA call! Thanks for the awesome signal <@464449226521313292> !!! You're a legend mate!,2020-05-27T20:10:23.588000+00:00
8872,397826230424174602,Ant#3194,Too many trades closed/made today so I’ll just post P&L,2020-05-27T20:10:39.824000+00:00
8873,671137025327366214,s.n#9270,Small needed to get confidence back,2020-05-27T20:15:50.793000+00:00
8874,674648888279302204,GOOFYSPY#8332,SPY ITM CALLS cashed out at 23%,2020-05-27T20:16:31.160000+00:00
8875,475450165096873987,RoyalFreshness#1809,Gonna sell one and swing the other for funsies,2020-05-27T19:54:54.621000+00:00
8876,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed half to get to here,2020-05-27T19:58:44.036000+00:00
8877,587053075689111552,DYLS 🆆🅾🆁🆃🅷#8618,Finished the day up 18% on my BA call! Thanks for the awesome signal <@464449226521313292> !!! You're a legend mate!,2020-05-27T20:10:23.588000+00:00
8878,397826230424174602,Ant#3194,Too many trades closed/made today so I’ll just post P&L,2020-05-27T20:10:39.824000+00:00
8879,671137025327366214,s.n#9270,Small needed to get confidence back,2020-05-27T20:15:50.793000+00:00
8880,233095871628050433,jibroni#0841,Cut the calls down to 1. Let it ride!,2020-05-27T19:46:55.714000+00:00
8881,475450165096873987,RoyalFreshness#1809,Gonna sell one and swing the other for funsies,2020-05-27T19:54:54.621000+00:00
8882,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed half to get to here,2020-05-27T19:58:44.036000+00:00
8883,587053075689111552,DYLS 🆆🅾🆁🆃🅷#8618,Finished the day up 18% on my BA call! Thanks for the awesome signal <@464449226521313292> !!! You're a legend mate!,2020-05-27T20:10:23.588000+00:00
8884,397826230424174602,Ant#3194,Too many trades closed/made today so I’ll just post P&L,2020-05-27T20:10:39.824000+00:00
8885,579205396166737921,beenpippinsincebeenpippin#4039,Trimming again,2020-05-27T19:24:15.171000+00:00
8886,233095871628050433,jibroni#0841,Cut the calls down to 1. Let it ride!,2020-05-27T19:46:55.714000+00:00
8887,475450165096873987,RoyalFreshness#1809,Gonna sell one and swing the other for funsies,2020-05-27T19:54:54.621000+00:00
8888,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed half to get to here,2020-05-27T19:58:44.036000+00:00
8889,587053075689111552,DYLS 🆆🅾🆁🆃🅷#8618,Finished the day up 18% on my BA call! Thanks for the awesome signal <@464449226521313292> !!! You're a legend mate!,2020-05-27T20:10:23.588000+00:00
8890,305636515688480769,Chandi#5215,Cut 5 here around 5.40 hoping to cut more around 6 if possible and letting rest run,2020-05-27T18:52:12.697000+00:00
8891,579205396166737921,beenpippinsincebeenpippin#4039,Trimming again,2020-05-27T19:24:15.171000+00:00
8892,233095871628050433,jibroni#0841,Cut the calls down to 1. Let it ride!,2020-05-27T19:46:55.714000+00:00
8893,475450165096873987,RoyalFreshness#1809,Gonna sell one and swing the other for funsies,2020-05-27T19:54:54.621000+00:00
8894,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed half to get to here,2020-05-27T19:58:44.036000+00:00
8895,233095871628050433,jibroni#0841,Sold the last one!,2020-05-27T18:15:34.997000+00:00
8896,305636515688480769,Chandi#5215,Cut 5 here around 5.40 hoping to cut more around 6 if possible and letting rest run,2020-05-27T18:52:12.697000+00:00
8897,579205396166737921,beenpippinsincebeenpippin#4039,Trimming again,2020-05-27T19:24:15.171000+00:00
8898,233095871628050433,jibroni#0841,Cut the calls down to 1. Let it ride!,2020-05-27T19:46:55.714000+00:00
8899,475450165096873987,RoyalFreshness#1809,Gonna sell one and swing the other for funsies,2020-05-27T19:54:54.621000+00:00
8900,579205396166737921,beenpippinsincebeenpippin#4039,Trimmed some. Ready for the show.  Thanks cousin <@689681229989150742>,2020-05-27T18:11:04.220000+00:00
8901,233095871628050433,jibroni#0841,Sold the last one!,2020-05-27T18:15:34.997000+00:00
8902,305636515688480769,Chandi#5215,Cut 5 here around 5.40 hoping to cut more around 6 if possible and letting rest run,2020-05-27T18:52:12.697000+00:00
8903,579205396166737921,beenpippinsincebeenpippin#4039,Trimming again,2020-05-27T19:24:15.171000+00:00
8904,233095871628050433,jibroni#0841,Cut the calls down to 1. Let it ride!,2020-05-27T19:46:55.714000+00:00
8905,107174181992398848,Razaekel#0001,"good, good, let the profits flow through you",2020-05-27T17:53:42.567000+00:00
