ID,Name,Message,Time,Datetime,Date,UnixTimeStamp,EasternDT,Mentions,IsBot
488359813160501251,Merente#5844,Told myself that I would take green on  this one if I saw green so I took the small profit.  Thanks <@579205396166737921> !,21:49:54.463000,2020-11-18 21:49:54.463000+00:00,2020-11-18,1605736194.463,2020-11-18 16:49:54.463000-05:00,<@579205396166737921>,Human
308066384443604993,jarvy232#5448,see here,20:22:45.321000,2020-11-18 20:22:45.321000+00:00,2020-11-18,1605730965.321,2020-11-18 15:22:45.321000-05:00,,Human
308066384443604993,jarvy232#5448,<@!300836254457659392> nailed it with ZM today,20:22:33.013000,2020-11-18 20:22:33.013000+00:00,2020-11-18,1605730953.013,2020-11-18 15:22:33.013000-05:00,<@!300836254457659392>,Human
408258717595729921,Sal.D#0423,<@!464449226521313292> <@!300836254457659392>,20:21:48.611000,2020-11-18 20:21:48.611000+00:00,2020-11-18,1605730908.611,2020-11-18 15:21:48.611000-05:00,"<@!464449226521313292>, <@!300836254457659392>,",Human
408258717595729921,Sal.D#0423,Taking my profits,20:20:49.329000,2020-11-18 20:20:49.329000+00:00,2020-11-18,1605730849.329,2020-11-18 15:20:49.329000-05:00,,Human
689681229989150742,jackaplan#7289,That tsla L should’ve been an $80 gain but I’m an idiot and thought I filled but I didn’t 😂,20:11:28.975000,2020-11-18 20:11:28.975000+00:00,2020-11-18,1605730288.975,2020-11-18 15:11:28.975000-05:00,,Human
689681229989150742,jackaplan#7289,Let’s goooo finally broke 10k,20:10:54.565000,2020-11-18 20:10:54.565000+00:00,2020-11-18,1605730254.565,2020-11-18 15:10:54.565000-05:00,,Human
608449991400488970,sc_travy#7834,Little dinner funds.,20:01:47.255000,2020-11-18 20:01:47.255000+00:00,2020-11-18,1605729707.255,2020-11-18 15:01:47.255000-05:00,,Human
107174181992398848,Razaekel#0001,"Got a good fill on selling <@300836254457659392>'s NIO put, +12%",19:33:24.261000,2020-11-18 19:33:24.261000+00:00,2020-11-18,1605728004.261,2020-11-18 14:33:24.261000-05:00,<@300836254457659392>,Human
674648888279302204,GOOFYSPY#8332,ZM 💯,19:32:34.909000,2020-11-18 19:32:34.909000+00:00,2020-11-18,1605727954.909,2020-11-18 14:32:34.909000-05:00,,Human
579205396166737921,beenpippinsincebeenpippin#4039,Baby nio gains,17:45:11.432000,2020-11-18 17:45:11.432000+00:00,2020-11-18,1605721511.432,2020-11-18 12:45:11.432000-05:00,,Human
579205396166737921,beenpippinsincebeenpippin#4039,Trim city,17:44:57.435000,2020-11-18 17:44:57.435000+00:00,2020-11-18,1605721497.435,2020-11-18 12:44:57.435000-05:00,,Human
408072494356889612,Miura27#9419,Up over 2k today. Time to go enjoy the rest of my day,17:12:56.454000,2020-11-18 17:12:56.454000+00:00,2020-11-18,1605719576.454,2020-11-18 12:12:56.454000-05:00,,Human
162628032341868544,vkk_trader#0276,runner TSLA - closed it with above profit,17:07:05.791000,2020-11-18 17:07:05.791000+00:00,2020-11-18,1605719225.791,2020-11-18 12:07:05.791000-05:00,,Human
162628032341868544,vkk_trader#0276,the runner,16:48:53.827000,2020-11-18 16:48:53.827000+00:00,2020-11-18,1605718133.827,2020-11-18 11:48:53.827000-05:00,,Human
